region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Bourgogne-Franche-Comté,2011/01/01,1.0,-1.5,5.0,91.0,7.5,16.0,513.5
Bourgogne-Franche-Comté,2011/01/02,0.5,-1.5,24.5,95.0,7.75,40.5,514.5
Bourgogne-Franche-Comté,2011/01/03,-1.5,-3.5,15.0,90.5,8.0,35.5,515.5
Bourgogne-Franche-Comté,2011/01/04,-2.5,-3.5,5.5,84.5,8.375,33.0,516.5
Bourgogne-Franche-Comté,2011/01/05,2.5,-3.0,19.5,86.5,10.0,28.5,518.0
Bourgogne-Franche-Comté,2011/01/06,7.5,4.5,30.0,96.5,9.3125,78.0,519.0
Bourgogne-Franche-Comté,2011/01/07,11.0,7.5,21.0,97.5,8.875,90.5,520.0
Bourgogne-Franche-Comté,2011/01/08,13.0,9.0,27.0,93.5,9.3125,47.0,522.0
Bourgogne-Franche-Comté,2011/01/09,8.5,6.0,21.0,99.5,7.6875,91.0,523.5
Bourgogne-Franche-Comté,2011/01/10,5.0,2.0,5.5,88.5,6.875,22.0,525.0
Bourgogne-Franche-Comté,2011/01/11,4.5,2.5,23.0,97.0,5.8125,67.5,526.5
Bourgogne-Franche-Comté,2011/01/12,5.5,3.0,18.5,97.5,6.5,95.0,528.5
Bourgogne-Franche-Comté,2011/01/13,10.5,8.5,25.0,98.0,9.375,88.0,530.5
Bourgogne-Franche-Comté,2011/01/14,10.5,7.5,10.5,96.0,5.25,58.5,532.0
Bourgogne-Franche-Comté,2011/01/15,10.0,6.5,11.5,95.5,8.375,40.0,534.5
Bourgogne-Franche-Comté,2011/01/16,8.5,5.0,9.5,80.0,10.0,1.5,536.0
Bourgogne-Franche-Comté,2011/01/17,7.5,3.5,17.0,88.0,8.875,16.5,538.0
Bourgogne-Franche-Comté,2011/01/18,7.5,5.0,13.0,94.5,4.875,77.0,540.5
Bourgogne-Franche-Comté,2011/01/19,4.0,2.0,20.0,89.5,8.375,46.0,542.5
Bourgogne-Franche-Comté,2011/01/20,1.5,0.5,22.5,87.0,7.875,50.0,544.5
Bourgogne-Franche-Comté,2011/01/21,1.0,-1.0,34.0,77.0,10.0,15.5,547.0
Bourgogne-Franche-Comté,2011/01/22,0.0,-2.5,28.5,70.5,10.0,2.0,549.0
Bourgogne-Franche-Comté,2011/01/23,0.0,-4.0,17.0,65.0,10.0,12.5,552.0
Bourgogne-Franche-Comté,2011/01/24,1.0,-2.5,12.5,78.0,10.0,41.5,554.0
Bourgogne-Franche-Comté,2011/01/25,2.5,0.5,13.0,91.0,6.5625,71.0,557.0
Bourgogne-Franche-Comté,2011/01/26,3.5,1.5,11.5,94.5,5.0,75.0,559.0
Bourgogne-Franche-Comté,2011/01/27,3.0,0.0,17.0,88.5,7.875,29.5,562.0
Bourgogne-Franche-Comté,2011/01/28,2.5,-1.0,15.5,87.0,7.25,30.0,564.0
Bourgogne-Franche-Comté,2011/01/29,2.0,-1.5,13.0,71.5,10.0,31.5,567.0
Bourgogne-Franche-Comté,2011/01/30,0.5,-3.0,7.5,67.5,10.0,9.0,569.5
Bourgogne-Franche-Comté,2011/01/31,0.0,-3.5,7.5,58.0,10.0,4.0,573.0
Bourgogne-Franche-Comté,2011/02/01,-1.0,-4.5,5.5,57.5,10.0,11.0,575.5
Bourgogne-Franche-Comté,2011/02/02,1.0,-3.5,9.0,57.0,10.0,9.5,578.0
Bourgogne-Franche-Comté,2011/02/03,2.0,-1.0,12.5,74.5,8.4375,62.0,580.5
Bourgogne-Franche-Comté,2011/02/04,8.0,4.0,21.5,96.0,7.625,72.5,584.0
Bourgogne-Franche-Comté,2011/02/05,8.0,4.5,20.0,94.5,7.625,61.5,587.0
Bourgogne-Franche-Comté,2011/02/06,10.0,5.5,6.0,88.0,6.25,43.5,589.0
Bourgogne-Franche-Comté,2011/02/07,10.5,5.0,14.0,70.5,10.0,2.5,593.0
Bourgogne-Franche-Comté,2011/02/08,9.5,4.5,5.5,78.0,9.5,4.5,595.0
Bourgogne-Franche-Comté,2011/02/09,8.0,4.0,4.5,71.0,9.0,0.0,599.0
Bourgogne-Franche-Comté,2011/02/10,9.0,4.5,13.5,67.5,10.0,18.0,601.5
Bourgogne-Franche-Comté,2011/02/11,10.0,4.5,20.0,65.5,10.0,19.5,605.0
Bourgogne-Franche-Comté,2011/02/12,10.0,5.0,12.5,75.0,9.4375,29.0,607.5
Bourgogne-Franche-Comté,2011/02/13,9.0,4.5,7.0,89.5,7.625,60.5,611.0
Bourgogne-Franche-Comté,2011/02/14,8.5,7.0,9.0,88.5,8.375,70.0,613.5
Bourgogne-Franche-Comté,2011/02/15,7.0,4.0,17.0,93.5,6.3125,58.0,617.0
Bourgogne-Franche-Comté,2011/02/16,7.5,5.0,7.0,83.0,7.5,21.5,620.5
Bourgogne-Franche-Comté,2011/02/17,7.5,5.0,7.0,70.5,10.0,10.0,623.0
Bourgogne-Franche-Comté,2011/02/18,6.5,3.0,6.0,78.5,8.0,13.0,626.5
Bourgogne-Franche-Comté,2011/02/19,6.5,4.0,5.5,67.0,9.1875,38.5,630.0
Bourgogne-Franche-Comté,2011/02/20,5.5,3.5,11.5,97.0,3.625,96.0,632.5
Bourgogne-Franche-Comté,2011/02/21,7.0,3.5,8.5,93.0,4.3125,80.0,636.0
Bourgogne-Franche-Comté,2011/02/22,4.5,1.5,13.0,90.5,7.0,56.0,639.5
Bourgogne-Franche-Comté,2011/02/23,4.0,0.0,6.0,71.0,9.5,44.0,643.0
Bourgogne-Franche-Comté,2011/02/24,5.5,2.5,12.5,95.5,4.875,96.5,647.0
Bourgogne-Franche-Comté,2011/02/25,9.5,6.5,10.5,92.5,3.5,69.5,649.0
Bourgogne-Franche-Comté,2011/02/26,7.0,5.5,15.0,95.0,7.0,83.5,653.0
Bourgogne-Franche-Comté,2011/02/27,6.5,3.5,18.0,76.5,8.9375,59.0,656.0
Bourgogne-Franche-Comté,2011/02/28,6.5,3.0,26.5,88.0,8.4375,71.5,660.0
Bourgogne-Franche-Comté,2011/03/01,7.5,3.0,24.5,87.5,10.0,43.0,663.0
Bourgogne-Franche-Comté,2011/03/02,7.5,3.0,22.5,65.5,10.0,11.5,667.0
Bourgogne-Franche-Comté,2011/03/03,7.5,5.0,18.0,82.0,8.9375,60.5,670.0
Bourgogne-Franche-Comté,2011/03/04,7.0,5.0,18.0,78.5,8.5,57.0,673.0
Bourgogne-Franche-Comté,2011/03/05,6.5,3.5,21.0,77.5,9.0625,67.0,676.0
Bourgogne-Franche-Comté,2011/03/06,6.5,3.5,15.5,79.5,8.5,60.5,679.5
Bourgogne-Franche-Comté,2011/03/07,7.0,2.5,11.0,59.0,10.0,0.0,683.0
Bourgogne-Franche-Comté,2011/03/08,11.0,7.5,20.0,72.5,10.0,7.5,686.0
Bourgogne-Franche-Comté,2011/03/09,11.5,6.0,14.5,66.5,9.25,19.5,690.0
Bourgogne-Franche-Comté,2011/03/10,10.0,8.5,20.0,78.0,7.25,62.0,693.0
Bourgogne-Franche-Comté,2011/03/11,11.5,7.5,9.0,76.0,7.875,33.0,697.0
Bourgogne-Franche-Comté,2011/03/12,11.5,8.5,14.5,78.0,8.875,58.5,700.0
Bourgogne-Franche-Comté,2011/03/13,7.5,6.5,9.0,95.0,5.375,95.0,704.0
Bourgogne-Franche-Comté,2011/03/14,14.0,9.5,10.0,85.0,6.375,45.0,707.0
Bourgogne-Franche-Comté,2011/03/15,15.5,11.0,13.5,69.0,9.0,22.0,711.0
Bourgogne-Franche-Comté,2011/03/16,13.0,10.0,6.5,84.0,6.1875,59.5,714.0
Bourgogne-Franche-Comté,2011/03/17,8.5,7.5,18.0,87.0,5.6875,86.5,717.5
Bourgogne-Franche-Comté,2011/03/18,11.0,7.0,14.0,76.0,6.75,65.5,721.0
Bourgogne-Franche-Comté,2011/03/19,9.0,7.0,20.5,91.0,6.5625,70.5,724.0
Bourgogne-Franche-Comté,2011/03/20,10.0,5.5,20.5,56.5,10.0,18.5,728.0
Bourgogne-Franche-Comté,2011/03/21,10.5,6.5,21.0,49.5,10.0,3.5,731.0
Bourgogne-Franche-Comté,2011/03/22,12.0,7.5,10.5,57.5,10.0,15.5,735.0
Bourgogne-Franche-Comté,2011/03/23,14.5,9.0,15.0,60.5,10.0,5.5,738.0
Bourgogne-Franche-Comté,2011/03/24,16.5,11.5,4.0,66.5,10.0,25.0,742.0
Bourgogne-Franche-Comté,2011/03/25,16.5,12.0,17.5,61.5,10.0,5.5,745.0
Bourgogne-Franche-Comté,2011/03/26,16.0,12.0,9.5,72.0,9.625,37.0,748.0
Bourgogne-Franche-Comté,2011/03/27,15.0,12.0,10.0,76.0,7.625,58.0,752.0
Bourgogne-Franche-Comté,2011/03/28,14.5,11.0,7.0,78.0,6.3125,57.0,755.0
Bourgogne-Franche-Comté,2011/03/29,15.5,12.0,5.5,74.0,8.8125,18.5,759.0
Bourgogne-Franche-Comté,2011/03/30,14.0,10.0,15.0,82.5,6.125,73.0,762.0
Bourgogne-Franche-Comté,2011/03/31,13.5,10.5,20.0,96.0,6.1875,95.0,765.0
Bourgogne-Franche-Comté,2011/04/01,18.0,14.5,5.5,81.5,6.25,51.0,769.0
Bourgogne-Franche-Comté,2011/04/02,21.0,17.0,16.5,70.5,8.5,12.0,772.0
Bourgogne-Franche-Comté,2011/04/03,18.5,15.5,13.5,80.0,8.8125,53.5,776.0
Bourgogne-Franche-Comté,2011/04/04,13.0,10.5,8.5,81.0,7.6875,54.5,779.0
Bourgogne-Franche-Comté,2011/04/05,15.5,12.5,6.5,69.0,7.75,35.0,783.0
Bourgogne-Franche-Comté,2011/04/06,20.0,15.0,15.0,63.5,10.0,10.0,786.0
Bourgogne-Franche-Comté,2011/04/07,22.5,18.0,10.0,69.5,8.875,9.5,789.0
Bourgogne-Franche-Comté,2011/04/08,18.5,16.0,14.5,68.0,10.0,1.0,793.0
Bourgogne-Franche-Comté,2011/04/09,21.0,16.0,21.5,64.0,9.5,0.5,796.0
Bourgogne-Franche-Comté,2011/04/10,21.0,17.0,21.0,54.0,10.0,3.0,800.0
Bourgogne-Franche-Comté,2011/04/11,20.5,17.0,9.0,58.0,9.3125,13.0,803.0
Bourgogne-Franche-Comté,2011/04/12,12.5,10.0,23.5,79.0,8.75,51.0,805.5
Bourgogne-Franche-Comté,2011/04/13,11.5,8.5,12.0,51.0,9.5,21.0,809.5
Bourgogne-Franche-Comté,2011/04/14,12.5,10.5,18.5,46.0,10.0,38.5,812.0
Bourgogne-Franche-Comté,2011/04/15,13.5,10.5,21.0,44.0,10.0,7.5,816.0
Bourgogne-Franche-Comté,2011/04/16,14.5,10.5,12.5,54.5,10.0,3.5,819.0
Bourgogne-Franche-Comté,2011/04/17,16.0,12.5,5.5,56.5,10.0,4.0,822.0
Bourgogne-Franche-Comté,2011/04/18,19.0,15.0,10.5,54.5,10.0,6.0,826.0
